Text,Review-sentiment,Review-basic-sentiment
I've used this card for about 3 months now and have not had a bit of trouble.  I notice to delay while the phone writes to the memory after taking pictures or shooting full HD video.,Strongly Positive,Positive
Just what I needed for my digital music collection on my phone.,Strongly Positive,Positive
Memory either works or not what more can be said than it works as designed.  I was very happy with the price.,Strongly Positive,Positive
More than a year in and still going strong. It boosts the memory of the tablet so I can store movies for trips and the tablet stores big files there automatically to save it's own brain for more important things.,Strongly Positive,Positive
"No complaints.  Worked in every piece of electronics I've tried them in.  I've run across fake chips online before, but these are high quality at a good price.",Strongly Positive,Positive
"Not as fast as advertised most of the time, actually slowed down my Note 3 when I filled it with movies leaving only about 8gb free, switched to a faster card due to that, but it could also be the phones fault. All in all it's a good card with good speed and size for the money.",Positive,Positive
Product supplied as described: 16GB Micro SDHC Class 10 card with Adapter. I purchased this to use in my Samsung Galaxy Tablet and it works perfectly. It is easy to identify from other micro flash cards you may have because of its red/grey color. This is a great memory solution for your stored media for any device!,Strongly Positive,Positive
"Product works as advertised. No issues with install or general use in my mobile phone. It doesn't seem particularly snappy, but that may be more the phone than anything else.",Strongly Positive,Positive
"So I'm not going to pretend to be an expert on sd cards, but I still like this one. It is relatively inexpensive, works wonderfully for the movies I want to store and watch on my samsung galaxy tab 7 2.0, and I haven't had a single problem with storage yet.",Strongly Positive,Positive
"Still working with no problems so far, so it seems to be reliable. Not sure what else to say, but they want more words.",Strongly Positive,Positive
The card arrived promptly and has worked flawlessly in a dashcam. Would recommend purchase to others if they need this kind of card.,Strongly Positive,Positive
"The card looks good, works fine, I didn't do too much test with it.My only complaint until now is the package, there's a line marked on the back for you to cut, I cut along the line, and nothing happened, no opening at all, all cardboard glued tightly. so I cut near the card, only to found I cut the supposed plastic card case/storage shell, now I took it out, and no storage case to store. Not a functional problem, but annoying.",Negative,Negative
The SanDisk Ultra 16GB memory card has shown no sign of not being exactly what I needed.  A good deal.,Strongly Positive,Positive
This card has worked flawlessly in my phone for about three months! I had an smaller and slower card in it that this replaced. When doing pictures and video you can definitely tell the difference in write speed between a class ten and four.,Strongly Positive,Positive
"This is a great SD card, it's very fast and works well.  I have been using it for my GoPro with no complaints.",Strongly Positive,Positive
This is the biggest memory card I have at 32 gig.  It works fine!  I am using it on an 8 inch Dell tablet with Windows 8 and a solid state 8 gig hard drive.,Strongly Positive,Positive
This is the second one of these SanDisk 32 GB MicroSDHC cards I have bought.  One I installed in my Samsung Galaxy S3 and this one I installed in my Samsung Galaxy Tab 3 - 8.0.  These are excellent options for both devices to expand storage.  One of the reasons I went with Samsung products is because you can use MicroSD cards unlike Apple iPhone products where you can't.,Strongly Positive,Positive
"This provides plenty of storage capacity for your tablet and mobile devices - I've put this into all my cellphones and Android tablets. After twelve months of use, downloading music, videos, apps - there is plenty of room left.The class 10 version is also great for phone/tablet cameras as well for a stand alone camera (yes I still use a digital camera - so yesterday). This is a must for HD action video camera/recorder as well. The price continues to drop so it is very affordable now - unless your device can take the 64Gb version - I'd go with the higher capacity for video recording devices.",Strongly Positive,Positive
This was the perfect addition to my Surface tablet.  It came in easy to open packaging and it worked from the moment I pout it in the Microsoft Surface tablet.  Expanded my 32 g tablet to a lot more storage for movies and music.,Strongly Positive,Positive
This works perfect in my Dell Venue Pro 8. All I had to do was to reformat the card before using it.,Strongly Positive,Positive
Wanted more space on my smartphone.  Works great. What else can I say. Thinking of buying another as a back-up for my stuff.,Strongly Positive,Positive
We bought this to go with our new Samsung Galaxy Tab 4. Works great and allows us to add a lot of videos onto our tablet.,Strongly Positive,Positive
"We use these for our Samsung Galaxy 4s phones and they are amazing because I can now take a gazillion pictures! I only wish that I could separate the pictures on the memory card into folders but that is a Samsung issue, not the memory card issue.",Strongly Positive,Positive
"What is there to say about a sd card. It works, and it's a class 10 card. The price was decent. I needed one for my android tablet, shopped around and this one seemed like the best choice.",Strongly Positive,Positive
"What more can you ask for ?  No errors ever detected by Android OS, and having this unit plugged into my tablet means I'm never without data or pictures that I want.",Strongly Positive,Positive
Worked fine in my Samsung S4 for one year.  Then it stopped allowing writing to the card.  Would not format even on a PC or with another device.  The data is still there but cannot be erased.,Strongly Negative,Negative
Worked with my Samsung Galaxy S3 perfectly. I finally have the space to take all my current digital content with me when I am on a plane.,Strongly Positive,Positive
"Works fine in my Sony RX100 using the provided adapter, but who would expect otherwise.  Bought the more expensive micro with adapter rather than full size SD so that I can move it to other devices that take micro SD.Prime shipping arrived in one day.",Strongly Positive,Positive
Would not work in my Samsung Galaxt Tab 2 7.0 3G that I purchased it for.  But it does work fine in my Asus TF700. So I swapped the cards between them and everythings's OK.  First time I've seen this with a Sandisk product.,Positive,Positive
Got this for the Dell Venue 8 Pro and it works perfectly. No complaints. Here are more words to complete my review.,Strongly Positive,Positive
"I bought this the day it came out for the great price of $119.99 and it finally showed up a month later. (I knew this going in). I put it in my Galaxy note 3 and it instantly recognized it and I was set.Speeds in my laptop via the included adapter ranged from 15-30mb read speed and about 12mb write speed. I copied an entire 64 GB card over to this one, and it took some time, but now I have double the space.",Strongly Positive,Positive
I confirm this works for my note on CM10 nightly. however it did not work upon arrival. It had to be re-formatted into FAT32. I used a small program fat32format through Google. I believe other programs would work too.,Strongly Positive,Positive
"If storage is what you need for your tablet, then this is pretty much a no brainer as long as it supports it :) Would recommend if you have a Galaxy Note 10.1",Strongly Positive,Positive
"I have this regularly plugged into my ASUS Transformer TF300T tablet as extra storage. But with the included adapter I can also plug it into my laptop. So I use it as a sort of &#34;sneaker-net&#34;, allowing me to move 30 GB of data to what ever I am using at the time. It is filled mostly with pictures and movies. The speed of this makes it convenient for transferring large amounts of data. I'll be buying another one of these in the near future.",Strongly Positive,Positive
"SanDisk continues its legacy with this high-speed microHD card. A definite must for your tablet or smartphone, provided it accepts external memory cards. Then again, why would you buy one that doesn't?",Strongly Positive,Positive
This micro sd card does what is supposed to do and more. My phone actually feels faster. And i got tons of storage.,Strongly Positive,Positive
"Works fine my Virgin Mobile HTC EVO V. The phone didn't recognize it at first, but after formatting it's all good.",Strongly Positive,Positive
This Micro SD card works great in my Hero 3 Black edition. I have never had any problems with any SanDisk product that I have owned.,Strongly Positive,Positive
This product was early coming in. It works great in my Samsung Galaxy Note 10.1 tablet. It's easy to upload and export items from multiple devices with the adapter that comes with it.,Strongly Positive,Positive
I love this 64 GB microSD.  I dont ever have to think about it now.  I love that we can get such a large amount of memory for our devices.,Strongly Positive,Positive
All the horror stories about SD memory not really being the density reported.  I loaded two of these things to the max.  All data is accessible.,Strongly Positive,Positive
It's worked great with my Galaxy S4 cell phone. Videos and photos taken with the phone automatically get stored to the memory card after it was installed as do may apps.  No issues.,Strongly Positive,Positive
Great card for a great price read and write speeds are on par with what is posted on the specifications detail report.,Strongly Positive,Positive
"Gave to my Samsung galaxy note 10.1 the power to take and use it with any kind of application. Quick, easy, install and play.",Strongly Positive,Positive
"So far so good. I've never noticed a difference in memory cards, I'm just very glad to have extra memory!",Strongly Positive,Positive
I replaced a 64GB card in my note 3 with this 128GB card and everything seems to be working just fine as expected.  I've been using the card for about a week.,Strongly Positive,Positive
"I have been amazed at memory pricing, but this little card is inexpensive, fast and just what I needed for my new tablet.",Strongly Positive,Positive
"Be aware--if you want to use this device to record and play high-definition video with files greater than 4gb, you'll need to format the card as exFAT or NTFS (if you want to play the files on either a PC or a Mac. But it works well after properly formatting.",Positive,Positive
Amazon sells this card for a great value! No local store even comes close to this price. It has plenty of room on it for lots of storage.,Strongly Positive,Positive
These cards work well with many of our pieces of electronic equipment when we travel.  The price was perfect and none failed. They also worked with the readers we had.,Strongly Positive,Positive
Great price on the 64GB mircoSD card... my boyfriend has had it in his Galaxy note 2 for the past few months.. and I just got a note 2 and just bought another one for my phone!  :),Strongly Positive,Positive
"Lots of capacity, no problems with loading it up, and no issues with corruption.  Transfers and access are fast and you really can't beat the price for a name-brand card.Not much more to say... it's a memory card that works :-)",Strongly Positive,Positive
"Memory cards are almost commodity items now, but I still prefer name brands with 5+ year warranties.  Had a problem with a Sandisk a while back, and they replaced it under warranty without any hassle.",Strongly Positive,Positive
I have two of these and use them for my Galazy Note 2. It's great having the flexibility to keep extra storage with you for your 'phablet'.So far they have done what they are intended to do.,Positive,Positive
can't say enough about it ... just works perfectly every time ... wish I could say the same about people ... great product,Strongly Positive,Positive
"Adding this unit to my Galaxy S III gave me a hand held that was faster, powerful, and had more storage space than my first NEW PC purchase in 1991.  Dig it!",Strongly Positive,Positive
Great price. My Galaxy S3 recognized it no problem. This replaced my old 16 GB micro sd card. Thank you Amazon!,Strongly Positive,Positive
It installed and is working without any problems in my Samsung Note 2.  Price was  very good for the price.,Strongly Positive,Positive
Works well in my Droid RAZR MAX. Allows plentry of space to move videos & pictures to card for later transfer to computer.,Strongly Positive,Positive
I bought this card so I could have some storage that was quick.  This card delivered.  That's about all there is to say.,Strongly Positive,Positive
"I really like the performance.  Since I put it into a USB 3.0 adapter, I get about 27MB/s actual measured throughput.",Strongly Positive,Positive
SanDisk is the best brand. This chip does exactly what it should do and does it at very good speed. My Samsung Galaxy Note 2 loves this chip.,Strongly Positive,Positive
I have always been pleased with the SanDisk products and this one is no exception. It works as advertised. I would purchase it again.,Strongly Positive,Positive
A must have for those who have android products with expandable memory slots...the go to place to save your pictures and videos so if you change phones or tablets you won't lose your memories.,Strongly Positive,Positive
"I just popped it in my Sony Xperia Tablet Z .  It works.  There is no sense that I will ever run out of room.  If I was using it for work that might be different, but I could just change with a new micro sd card.  I don't know why all tablets don't have a port for one.  I feel confident with the SanDisk brand.  I have never bought a bad SanDisk product.",Strongly Positive,Positive
"I just bought two of these for our two new Samsung Galaxy IV smart phones.  The adapters will make it possible for the card readers on our computers to accept these MicroSD cards if we find it worthwhile to pull them out of the phone case rather than use the USB &#34;dongle&#34; to move information on and off the phones, but.. most importantly, now I don't worry about storing audio books, favorite playlists, and video clips I might want to show someone on the phones.",Strongly Positive,Positive
"Card is Good. I ordered one before and it performs as one would expect, so I ordered another. It took much longer to attempt get the second one so I wrote and got a refund. Seller, NMicro Technology,  was not the same as the first.",Negative,Negative
"the unit shows 0 bytes, in a PC or the phone. it keeps dismounting also. I got a replacement and it did the same thing. Not sure what is going on but it looks like a Chinese counterfeit case. I have seen this happen more and more lately. Amazon seems to be a major portal for these hings, it makes sense with a such a large retailer, they cant check everything.",Strongly Negative,Negative
"I do not get the advertised speed of 30MB/s, more like a 200-300KB/s on my Galaxy S4. At least it gives me a lot of extra storage space, for a phone it works nicely if you don't need to transfer big files.",Neutral,Neutral
I own MULTIPLE of these cards for my phones and devices and haven't ever had a problem.  Would buy again if I ever needed one for another device.,Strongly Positive,Positive
"had it in my samsung tablet and it went bad after 2 months, wont let me reformat or read it or do anything with it. money down the drain.",Strongly Negative,Negative
I use the card with GoPro Black Edition and it is just enough to record some action while horse riding. I have always used SanDisk as recording cards and I am happy with the quality I get.,Strongly Positive,Positive
"Purchased this for new Samsung S4 Active smart phone.  It worked perfectly, just installed it, no need to reformat.  I've put the amazon.com URL and description below with frustration free packing part number:SDSDQU-064G-AFFP-ASanDisk Ultra 64 GB MicroSDXC Class 10 UHS-1 Memory Card with AdapterB009QZH6JS",Strongly Positive,Positive
"I bought this sundisk memory card for my knew cellphone and it is fantastic, it stores all my cell contacts and leave much space to store any apps or programs I want, I recommend it with all my hurt.",Strongly Positive,Positive
"I got this for my Galaxy S4 so I could store most of my music. It works great. Easy to install (duh), worked out of the box (good), and transfer speeds seem to be very fast. I need to get another one for my Galaxy Note 10.1 2014 Edition.",Strongly Positive,Positive
Was purchased to expand memory in a tablet.  It works well in my a tablet and can be used in a camera using the adapter.,Strongly Positive,Positive
"I bought this as a gift for a co worker he went from 512 megs to 32 gigs what a difference. Although it will take him a while to fill it up, he still enjoys it compared to his old one.",Positive,Positive
I bought this as additional memory for my ten inches samsung tab and i happy with it and noe have more storage,Strongly Positive,Positive
"I got the micro sdcard 64gig, I reformated to fat32 and works very well on my galaxy s2 i9100 with no problems at all, thanks:DEDIT: After 7 months of using this memory card, now i tried to format it but it wouldn't, i tried about 5 different methods and none of them worked, i wouldn't recommend buying this one: SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter, Frustration-Free Packaging - SDSDQU-064G-AFFP-A. Avoid buying it or you will experience problems in half a year.",Strongly Negative,Negative
"Still working fine in my Galaxy SII.  No complaints.  I do have a complaint about my Galaxy occasionally erasing everything on it, but I'm sure that's not the card's fault.",Strongly Positive,Positive
"I got this for my Samsung Galaxy Note. After reading various reviews and comparing different micro SD cards, I decided to get this. One of the main reason was because of the speed of this card (UHS-1). The card has been good to me and I'm happy with my purchase.",Strongly Positive,Positive
"the price is good, it worked as expected, there is not much more to say about it. Have not tested the adapter.",Strongly Positive,Positive
Gives you more memory for your Tablets that accept Micro SD cards.  Just that simplethis is very good quality.,Strongly Positive,Positive
The recommended card for GoPro cameras. That's what I use it for and it works great providing outstanding performances and great quality.,Strongly Positive,Positive
Love it!!  Been using this card for six-months now and it hasn't failed me yet!  So far I wiped it once from use in a mp3 player to a 3ds memory card and it has performed flawlessly.  The price is actually lower now than when I first purchased so go ahead and purchase one with no regrets!,Strongly Positive,Positive
I got this while it was on a deep sale here on Amazon. I couldn't pass it up. It comes with an standard SD card adapter so it'll work in your computer or anywhere else you can stick an SD card. It hasn't had any faults and does the job.,Strongly Positive,Positive
"I bought this for my Microsoft Surface Pro, and it works great and is really fast. It also comes with the adapter so I can use it with my camera. I would definitely recommend it, besides its a really good price!",Strongly Positive,Positive
Not much to say about his SanDisk mIcroSD card. I needed something with more storage and it serves it's purpose.,Strongly Positive,Positive
Does exactly what it is supposed to.  Plenty of storage for me GPS.  Price was not too high either.  Would recommend.,Strongly Positive,Positive
I bought this to use in my Chromebook with a short SD card adapter.  I can transfer a 1 Gbt file from the SD card to my USB 3.0 flash drive in about a minute.,Strongly Positive,Positive
"I needed a bit more storage in my Galaxy Note II, this has worked perfectly.  I have not run into any problems, other than finding out that my phone does not allow moving applications to the card due to limitations that have been added to the newer versions of Android",Strongly Positive,Positive
"I got it for my Galaxy S4 and it works well. It has a good speed and good space which is something I definitely needed. Sometimes it has a hard time getting recognized in my computer, but I always find a way to make it work. It will not do NTFS, but its not necessary for my purposes.",Strongly Positive,Positive
"I put this in my Verizon Samsung Galaxy Stellar and it works perfectly. This is an easy way to add memory for pictures, music and apps, etc, to the phone",Strongly Positive,Positive
"I have always had good luck with SanDisk products and am pleased with this memory, reliable and looks cool too.",Strongly Positive,Positive
"Great SD card. I use it in a Galaxy S3, and have no complaints.Its quite fast, and works. I don't know what else to say.You can't go wrong with SanDisk.",Strongly Positive,Positive
"I am not using it to shoot continuous HD video or anything, i just wanted a fast one so it wouldn't take so long to copy movies and large files onto it. It works very well for a great price.",Strongly Positive,Positive
I have bought it for around 6 months. It works good so far & both read / write speed meet the described specification.,Strongly Positive,Positive
I'm using this card in a phone and so far I have no complaints. Access to the card by the camera and other applications seems fast enough.,Strongly Positive,Positive
Works well. Beware some of these SD cards are not what they say they are. This one is in my Nokia phone. Loaded maps and songs on it. No problem.,Positive,Positive
"Great card at a great price! Doubled the storage on my new HTC One M8 and now I've got 64 GB total storage on my phone and I have no idea what to do with it all. :PSure beats the 16 GB my iPhone 4s had!Anyway, the card works great and it's speedy to boot!",Strongly Positive,Positive
"This is just what the tablet needs, it increases the memory up to nearly 100 GB so I will bnever run out of storage space.",Strongly Positive,Positive
Hold a lot of stuff for my phone! Used like 6Gigs for my music. And I have it set to use my card for photo and video. Might do movies on it... But who watches movies on a phone....,Strongly Positive,Positive
"There is not much to say about a micro-SD card, but this one seems to work for me. word, word.",Strongly Positive,Positive
"Performs as it is supposed to. 16gb is quite a lot of storage plus my Samsung Galaxy has 15 gb of internal memory for a total of 32 gb. That's plenty enough to store hundreds of hours of music,",Strongly Positive,Positive
I was amazed at the speed of this sd card on my smart phone the HD video no longer jumps and buffers while recording and the transfer time from pc to phone has decreased dramatically,Strongly Positive,Positive
"I use this for a dash mounted camera for my company car. It is constantly recording and erasing old videos when the card is full. It has been used for nearly 2 years, including cold winters and hot summers, and has never messed up.",Strongly Positive,Positive
I use this in my tablet for extra space and it works as it should. The storage space is awesome and works good i have had a few months now and not having any issues!,Strongly Positive,Positive
"Got this for my galaxy s3, fits well works fine. I moved all my stuff from the phone to the card and working great!",Strongly Positive,Positive
"The memory card works well and I have no problem with it. It was one of the cheapest out there. Came with adapter, so that's convenient.",Strongly Positive,Positive
"Works as specified, received in good condition from Amazon, using since a few months, in a smartphone, it doesn't get better than this if you're using Sandisk in terms of speed and space. You can expect speeds upto 28 MB/sec for WRITE, about 30MB/sec for READ, with the provided adapter, speeds ar always better for both read/write, using smartphone to read/write, speeds would be lesser mostly, but average should be 20mb/sec anyways as per what I've seen and I'm a heavy user, like if there is a 256GB microSDXC available, I would actually buy it, tried the Extreme version with 80mb/sec, costs 2 times of this one, but works similar to this, so dont waste money on name that doesnt deliver, buy this if you're buying to Sandisk",Strongly Positive,Positive
Bought a cheap tablet with no storage. This works fine and is fast. Now I have plenty of external android app storage and also videos to watch.,Strongly Positive,Positive
"does as promised, neat frustration free packaging, didn't run any speed checks but believe in SanDisk quality which is unmatched",Strongly Positive,Positive
"Using this card for my GoPro Hero 3 Black.  No issues to date.  Card was used to video vacation in Palau, Yap, & Guam - underwater video.  So far, no complaints!",Strongly Positive,Positive
Couldn't find this in the local stores. It is what we needed and it was brand new as stated and works great.,Strongly Positive,Positive
I bought this card for my Phone. It gave me the extra storage for my pictures and video that I needed.,Positive,Positive
"It's fast and not too expensive, Still works after several months, unlike a lot of cheaper cards.  You don't need this fast of a card in most phones if you just access but it makes a world of difference if you do a lot transferring.",Strongly Positive,Positive
I use in a tablet.  Works perfectly.  Good size / price.  The more capacity ones will come down eventually but this is perfect right now.,Strongly Positive,Positive
Loving it! Plenty of room to store my media and go back and forth between my pc and tablet.  Also great for storing all my school related texts and documents.,Strongly Positive,Positive
"Had no issues inserting this into an HP tablet and adding photos, music, etc to the memory.  Reads/writes quickly.  Great value.",Strongly Positive,Positive
"I put the 32 GB card in my Galaxy S3 and it is working as well as could be. I popped the SD card into the slot, went to settings-> Storage-> and selected 'format'. That was it. Then I set up an Mp3 folder which was instantly recognized by double twist and now I have tons of storage for music, pics, and more. Great card.",Strongly Positive,Positive
After assuming I was stuck with a number of Micro SD adapters that didn't work I purchased the SanDisk Ultra card and low and behold everything started working. Even my wife's tablet that didn't recognize the SD cards movies started working. Bottom line it just works.,Strongly Positive,Positive
This is working great in my AT&T Galaxy Note. I love having extra storage for my music videos and pictures,Strongly Positive,Positive
"Super fast compared to my other cards. Didn't do any tests, but this is much faster than no name &#34;class 10&#34; cards.",Strongly Positive,Positive
"Like I said, this is a flash drive. It works. There are no data copying or writing speed problems and it performs within manufacturer specs.",Strongly Positive,Positive
"I recently upgraded from my trusty Droid X to the Samsung Galaxy S4.Given it's hi-def videos and pictures I wanted a big and fast memory card.This faster card loads the gallery so much faster than one in the X.Otherwise, it's a memory card and it works well.",Strongly Positive,Positive
I have been using this in my Canon camera. it has been working well. over 6000 photos and many videos.,Strongly Positive,Positive
"This memory works great on Surface Pro 2, no problems at all, transfer rates are acceptable. Before the Surface Pro 2's firmware update, the memory was disconnecting itself, I had to take it off and put it on again, but after the firmware update, I have no problems, the memory always stay there.",Strongly Positive,Positive
"I put it into my phone, and now it is like my phone has unlimited storage possibilities on it. Thank you!",Strongly Positive,Positive
"This memory is very fast, perfect for phones, very good product I give it 5 stars and recommend it for all types of use ...",Strongly Positive,Positive
"This is exactly what I was looking for to upgrade the memory of my smartphone. Good transfer speeds to using SanDisk product, and great pricing from Amazon.",Strongly Positive,Positive
A 32Gb micro mem card for the Samsung Galaxy S3 is a great addition to and S3 unit! Never a problem with his card and I can expect a long life out of this memory card too!,Strongly Positive,Positive
"It was for my new Galaxy note 2, I am not sure if I ever need one 64GB, but why not, when these is a bargain for one.",Strongly Positive,Positive
Got for my phone and is awesome.  The card did short out but once contacting SanDisk they had one out to me in a week.  Super awesome customer service.  Will buy more SanDisk items when needed.,Strongly Positive,Positive
"Used as a hard drive on my Asus T100. Really fast, faster than a regular external hard drive. I used to have an old Dell computer that had only 40 gb in it. This was a lot larger and we-orks well in the Asus",Strongly Positive,Positive
No Samsung Galaxy S3 should be without one!  This should last me until 128 or 256 GB models become available. :)Does NOT fit the iPhone!  No iPhone can accept Micro SD memory upgrades.  Buy a Samsung phone instead!,Strongly Positive,Positive
"I can't say that the applications are loading faster, but I can definitely say that videos and music load much faster in my phone now. I didn't have to reformat the card or anything, just transferred all DATA from old card to this one and popped it in. Considering the small price difference, I'd recommend getting a faster card for sure.",Strongly Positive,Positive
Works great in the car as my music drive.  Holds the entire collection too.  The speed was key for me.,Strongly Positive,Positive
"Formatted in computer, popped in phone and bingo bango Bob's your uncle. Phone recognized right away and I had music transferred in minutes.",Strongly Positive,Positive
I purchased this to use in my Samsung camera and it works great. I take picture and videos with the camera with no issues.,Strongly Positive,Positive
I have used this to store recorded video information from a dash camera.  I have had no problems so far.,Strongly Positive,Positive
I use this to store all my music pictures and HD video on the limited storage of the surface pro and it simply works! at the price point of below 60$ I think its a steal!,Strongly Positive,Positive
"Perfect card, all you need to keep all the action in this 64gb. I acquired this card for a GoPro camera and fits perfectly, its all you need to capture all the action when you need it.",Strongly Positive,Positive
"Bought this few days after I got my phone and it has great read and write speeds and it seems like taking care of some processing and handling of things within the phone. I changed the settings that every time I take a picture or record a video, it will go automatically to the microsd card. Added most of my movies in this tiny card and it works smoothly.",Strongly Positive,Positive
Fast shipping & delivered as described.Phone did not recognize the card right away. I had to format it as FAT32 on the computer but it showed capacity of 32GB. To get the full capacity I had to format it again on the phone (exFAT format) now shows 64GB.Excellent capacity for lots of media files & documents.,Strongly Positive,Positive
"randomly erases all my data and asks me to format card on my unmodified unrooted sprint Galaxy SIII ,i dont know how scandisk is selling these,i trusted the brand and it didnt work",Strongly Negative,Negative
As new products evolve they only accept SD and microSD cards. I've had good luck with SanDisk and this is no exception.,Positive,Positive
"Got this to use with my GoPro, give 2 hours of recording time, once II figured out how to use the camera.",Strongly Positive,Positive
"I haven't used it extensively at this point, but it holds my data well...as it should. SanDisk continues to be a solid brand.",Strongly Positive,Positive
I have owned and used this in my Galaxy SIII for a few months now.  I have never had any problems with it.  It is fast.  I never even think about running out of space on my phone now.  It shows up as 29.71 GB total capacity and I still have 22.86 GB left.,Strongly Positive,Positive
I used this SanDisk Ultra 64 GB microSDXC Class 10 UHS-1 Memory Card 30MB/s to expand my Surface RT and it is really excellent.,Strongly Positive,Positive
The card was fast enough for HD video recording with my Sony ActionCam as-15 and it is very durable. Great stuff,Strongly Positive,Positive
"stopped working after a while, computer said the mmc had an error and after an hour I could not fix, it became locked and would not unlock with any sd adapters I used and because its locked it would not format or erase and wouldn't even read because of the error. It stopped working after amazons very short return policy so I was out of luck with them, luckily SanDisk has a very long (10-lifetime) for its ultra brands, even though it was a hassle and all through email only I got a replacement.",Strongly Negative,Negative
this sd card is very compatible with samsung galaxy s4I recomended it to all galaxy s4 owners &#62;&#62;&#62;&#62;regards,Strongly Positive,Positive
-Great storage-Low price-Good transfer rate-Respond and read time is good-almost 14.8 will be available for user usage,Strongly Positive,Positive
"Not much more to say, really. Work, is faster than my Class 4 16GB card and provides the space to copy DSLR photos (when I hook the phone to my Nikon 5100 with the USB host cable)",Strongly Positive,Positive
"It's a memory card, stores memory well, no problems after 2 months of use in my Note 2. Great price online.",Strongly Positive,Positive
...and they're right!This microSDHC card is fast. I started formatting it a little behind another class 10 card (not a UHS-1) card and it formatted all 32GB ahead of the Transcend 16GB card - which is no slouch either! It's the fastest flash card I've sent yet. I doubt you will be disappointed unless you're an alien with more advanced technology.,Strongly Positive,Positive
I cannot gauge if its better or faster than a class 4 or 6. I use it in my mobile and it saves pictures just as quickly. Dont see a difference. But it has advertised capacity and works ok.,Positive,Positive
"Just great, I hadn't been problems with my memory and I use it with my S3 all the time, so its great.",Strongly Positive,Positive
There's not much to be said for this except that it works as advertised.  I'm happy with the purchase and would buy again.,Strongly Positive,Positive
As an photographer I rely on high quality cards for my images...this one does the job and then some.  Two thumbs up !!,Strongly Positive,Positive
"This is my 4th unit that I had purchased from SanDisk. Used it in a Sony Z Tablet, Note 2, S4, Q10 and most recently the Sony Z1 smartphone. Data transfer speeds are quick and you get consistent transfers without any errors.A worth buy!",Strongly Positive,Positive
"I wanted a memory card for my phone so I started looking around online, this is by far one of the best you can get and the price is un-beatable",Strongly Positive,Positive
"I bought it to expand my Surface RT tablet, reliable and stable my data is intact and secure.Highly recommended",Strongly Positive,Positive
"Worked perfectly right out of the box, and seems to be a lot faster than the old class 10 that were manufactured by SanDisk, or others for that matter.",Strongly Positive,Positive
"Have not experienced any wirting speed problem with my android sticks or PC. So I suppose it lives up to the 10X claimed. Tried with both SDHC & SDXC readers on both abdroid TV's and PC's USB ports, and all worked as smooth as silk.",Strongly Positive,Positive
It works fine in my Verizon Galaxy S3 but has to be formated to FAT32.  Also works in my Canon IXUS 80.,Positive,Positive
"Still wondering how they fit 64,000,000,000 bites on a card like this. But this car is plenty fast and compatible with my devices.",Strongly Positive,Positive
"It has worked fine, so I have no complaints.  I've purchased SanDisk products several times and have been happy with this brand.",Strongly Positive,Positive
I've been used this product on the Past and it has great whit my Past Galaxy Note 2 for Store almost anything on my Device,Strongly Positive,Positive
This card failed after 2 weeks of use.  I have the same problem with their SSD failed on me after 6 months.,Strongly Negative,Negative
"Fast , no problems , i loved the price and it worked immediately , never caused me any problems.... Oh just remembered when i place it into the sd card to make it fit into the pc ,,, usually the micro sd get stuck in the holder , that i did not like",Positive,Positive
"It worked in my android phone and will hold all my music, so i like it so far and would recommend",Strongly Positive,Positive
I bought this to upgrade the 32GB MicroSD that was in my Samsung Galaxy S5. This works great!I recommend this for everyone.,Strongly Positive,Positive
Used in my gopro. it holds a massive amount of video. No problems with it. It does what it is supposed to.,Strongly Positive,Positive
Works great in GoPro Hero 3+. Super fast and gives plenty of storage capacity to video every outdoor activity I need.,Strongly Positive,Positive
"great deal fast data good price . you can use it for any thing . you dont need card reader , it comes with one already",Strongly Positive,Positive
Works just fine.  Came with an adapter for a standard size card slot.  Installed in a Samsung Mini Tab 2.,Positive,Positive
"buy this one. it was inserted in my galaxy note 2, and also my asus transformer infinity. i bought 2 of these cards. i will buy it again if i need to. its easy to install, just pop it in and your device reads it. it's that simple!",Strongly Positive,Positive
"stored over 2000 pics in good quality and were transferred to laptop from tablet, very happy with San Disk Ultra",Strongly Positive,Positive
"Just the right size for my knitting and crafting patterns, lets me take them anywhere I go and helps when buying yarn and fabric because all the info I need is on my Nook.",Strongly Positive,Positive
I bought this micro SD card for my Samsung pocket camera.I was amazed at how much storage I could shoot video in HD 1080 on such a tiny card.So far it is performing  nicely.,Strongly Positive,Positive
"Installed in my Samsung Galaxy S4 (AT&T) for music, photos and video storage.  Works perfectly, never had a glitch in 6 months. (Formated as exFAT)",Strongly Positive,Positive
"Although it may be overkill for the application, considering its capacity, this appears to work very well for firmware memory for the Raspberry Pi, and at the price I bought it for on last year's Cyber-Monday, I wish I could buy a few more of them for the same price.  I haven't tried it with the RPi overclocked, but it's worked without a glitch at the normal RPi clock rate.  I've also used the 32GB version of this in my music player, and it has worked well also.",Strongly Positive,Positive
I bought this for my son's Samsung Galaxy S4.  He had an 8gb card but it was filled.  This has more than enough space and the speed is excellent. He told me it is very fast compared to his last card. I would recommend this for sure.,Strongly Positive,Positive
I use these for every project I work on.  It's a brand I trust and excited to continue with.  :),Strongly Positive,Positive
