Text,Review-basic-sentiment
"The best thing about this movie for me was that Bryan Dick played Rafe and made me -melt-. Rafe and all his gorgeousness made the movie worth sitting through, even though I itched to get up and scream. I have never seen a hotter man. <br /><br />-ahem- But that's not the point.<br /><br />The title? That is indeed what it is. They took the beautiful story written by Annette Curtis Klause and threw it out. I will, in all my anal-retentive glory, point out what was missing, what has changed, and all else wrong with the movie.<br /><br />Sit tight and here goes:<br /><br />-Apparently, RAFE is son of ASTRID and GABRIEL, and apparently, ULF is no longer ASTRID'S child, like in the book. AND, as I recall from the book, RAFE and ASTRID were LOVERS.<br /><br />-ASTRID is apparently BLOND, as opposed to the notably RED HAIR described in the book. I believe the book said that she looked more like a FOX than a WOLF. And the movie also shows that ASTRID is VIVIAN'S aunt.<br /><br />-WHERE DID AXEL GO? <br /><br />-VIVIAN is 19. In the book she was 16. <br /><br />-VIVIAN and AIDEN meet IN HIGH SCHOOL which they both attend in the book. VIVIAN goes to see AIDEN because of his poem 'Wolf Change'. But, according to the movie, AIDEN beat up his dad, escaped, and now lives in Romania, and draws Graphic Novels. This made me go 'What the F**K.' <br /><br />-There is no 'Kelly' in the movie. WHERE WAS THE KELLY IN THE MOVIE. The KELLY in the book, however, hated VIVIAN. And she also dated AIDEN after they broke up. Vivian even gets tipsy in the book and trashed her room.<br /><br />-GABRIEL bears a striking resemblance to a Columbian Drug Lord in the movie. And he sort of sounds like one too. His acting was very good, but his appearance threw me off.<br /><br />-VIVIAN had NO parents in the movie. Her father and mother and 2 other siblings died in the movie. Yet in the book, when she comes home one night, her MOTHER, ESME is sitting on the couch, after fighting with ASTRID over GABRIEL. And VIVIAN has no siblings. Only her father died in the book.<br /><br />-AIDEN accepts VIVAN for what she is. This REALLY got me. He kills RAFE in the creepy church, confronts VIVIAN, and she saves him from the others wolves, except AIDEN shoots her, so they saunter off to find medicine, and then they try to leave the city together. WTF?! In the book, AIDEN freaks out when she turns into a wolf, and cries like a chick, throws stuff at her, and so she panics, and jumps out the window. Then he makes up a story that he tried to break up with her, and she threw a chair out of the window. That doesn't sound accepting to me.<br /><br />-AIDEN wants her to runaway with him. In the book, he wants nothing to do with VIVAN after she turns for him. Nor does he lovingly hold her face and say she can control it. He cries like a woman because he is SCARED of her. <br /><br />And the final indignation...the one that nearly gave my three best friends and I HEART ATTACKS IN OUR SEATS:<br /><br />-In the movie, AIDEN and VIVIAN run away together, and VIVAN has killed GABRIEL. As in she SHOOTS him. GABRIEL dies. In the *BOOK* not only does VIVIAN not kill GABRIEL, I do believe they END UP TOGETHER. As in, she doesn't end up with AIDEN, she ends up with GABRIEL. WHAT THE HELL.<br /><br />Small things were noticed too: Ulf's red hair which he gets from Astrid has been changed to brown in the movie, and Vivian works at a chocolate shop. <br /><br />A horrible shock; I am ashamed. The book really wasn't hard to follow. If Disney can use a random H!School, why couldn't the directer have found a random H!School? <br /><br />*sigh* I was really looking forward to this movie, I loved the book, it's sad that it didn't follow it one bit. I give it a 2, only because (as the top of this review states) Rafe (played by Bryan Dick) was dead sexy, and Agnes Bruckner did a wonderful job. AND, they kept the poem from Steppenwolf <br /><br />With love,<br /><br />Caitlin",Negative
"Since the last horrid Astérix film and the fact that we only get the Swiss German version in cinemas, here, I went to watch it with quite a bit of trepidation... Unfounded, as I was happy to discover ^____^<br /><br />The film is funny and modern, has good gags, a good animation, an amusing character interaction, a good voice cast (Note: I can only speak for the Swiss German one!) except for the Viking chief's daughter Abba (her name is great, despite the not very inspired voice actress)...<br /><br />I especially liked the character Justforkix (Goudurix in French, Grautvornix in German. He's the young man who is supposed to be put in shape...). He's a very amusing portrayal of a mollycoddled, urban teenager; but he's very likable, despite the teenage mannerisms... XD The interaction between Astérix & Obélix and their young charge is fantastic and thoroughly entertaining.<br /><br />It shouldn't be compared to the old films, since this one is quite different... Which surprisingly doesn't make it bad. On the contrary. When they tried to modernize the last film (twelve years ago), they completely blew it. This film, however, proved that it can be done just fine... ^-^<br /><br />I came out of the theater cheerful... Always a good sign ^_~",Positive
"Looking through the other comments, I'm amazed that there aren't any warnings to potential viewers of what they have to look forward to when renting this garbage. First off, I rented this thing with the understanding that it was a competently rendered Indiana Jones knock-off. What I got was one of the most offensive movies I can remember trying to sit through, made all the more shocking by the movie's comparatively high production values.<br /><br />I don't think this is a spoiler, but if it is, be warned...<br /><br />If your idea of entertainment is watching Bimbo getting raped from behind by Fearsome Tribal Chief, while she is staring into the dead eyes of her significant other's severed head, by all means, rent this flick. If not, I'd advise you to look elsewhere for entertainment.<br /><br />Come to think of it, that scene so succinctly sums up the movie that there's nothing else I really need to say about it.",Negative
"Personally, I think the movie is pretty good. It almost rates an 8. I liked the ethnography aspect as well as the gorgeous photography. Colin Firth's character isn't the most likable but he does a better than decent job with the role. The heroine, played by the beautiful Nia Long, is a familiar film heroine in that she's trying to do what she thinks is the best for her child -- marrying a respected member of her expatriate community -- while fighting her attraction for the ""bad"" man -- one who's not a member of her community (the ""outsider""). Most of the film is about this mother's struggle: should she do what's expected of her, what she thinks is best for her son or should she follow her heart? I don't want to give away the ending. Let me just say that it's a feel-good movie with gorgeous location shots, exquisite African dress (it's worth seeing the film just for the women's brilliantly colored African clothing and headdresses), and likable characters overall. The actor who plays Nia Long's son is bright and adorable. The plot is a bit formulaic, but I liked the movie nonetheless. If you're a Colin Firth fan you MUST see this film. If you like chic flicks, see it. I think I'll watch it again tonight!",Positive
"This movie is an all-time favorite of mine. I'm sorry that IMDb is not more positive about it. I hope that doesn't keep those who have not experienced it from watching it.<br /><br />I've always loved this movie. I watch it about once a year and am always pleased anew with the film and especially the stellar performances by entire cast.<br /><br />I've always wondered whether Jean Stapleton actually did the ending dance with Travolta???? If anyone knows this piece of trivia, please leave a comment.<br /><br />Thanks and ENJOY!",Positive
"""Quitting"" may be as much about exiting a pre-ordained identity as about drug withdrawal. As a rural guy coming to Beijing, class and success must have struck this young artist face on as an appeal to separate from his roots and far surpass his peasant parents' acting success. Troubles arise, however, when the new man is too new, when it demands too big a departure from family, history, nature, and personal identity. The ensuing splits, and confusion between the imaginary and the real and the dissonance between the ordinary and the heroic are the stuff of a gut check on the one hand or a complete escape from self on the other. Hongshen slips into the latter and his long and lonely road back to self can be grim.<br /><br />But what an exceptionally convincing particularity, honesty, and sensuousness director Zhang Yang, and his actors, bring to this journey. No clichés, no stereotypes, no rigid gender roles, no requisite sex, romance or violence scenes, no requisite street language and, to boot, no assumed money to float character acts and whims. <br /><br />Hongshen Jia is in his mid-twenties. He's a talented actor, impressionable, vain, idealistic, and perhaps emotionally starved. The perfect recipe for his enablers. Soon he's the ""cool"" actor, idolized by youth. ""He was hot in the early nineties."" ""He always had to be the most fashionable."" He needs extremes, and goes in for heavy metal, adopts earrings and a scarf. His acting means the arts, friends--and roles, But not the kind that offer any personal challenge or input. And his self-criticism, dulled by the immediacy of success, opens the doors to an irrational self-doubt, self-hatred-- ""I didn't know how to act"" ""I felt like a phony""--and to readily available drugs to counter them. He says ""I had to get high to do what director wanted."" So, his shallow identity as an actor becomes, via drugs, an escape from identity. <br /><br />Hongshen's disengagement from drugs and his false life is very gradual, intermittent--and doggedly his own. Solitude, space, meditative thinking, speech refusal, replace therapy. The abstract is out. And a great deal of his change occurs outdoors---not in idealized locations but mainly on green patches under the freeways, bridges, and high-rises of Beijing. The physicality is almost romantic, but is not. The bike rides to Ritan Park, the long spontaneous walks, the drenching sun and rain, grassy picnics, the sky patterns and kites that absorb his musing are very specific. He drifts in order to arrive, all the while picking up cues to a more real and realistic identity. ""I started to open up"" he says of this period in retrospect. And the contact seems to start with his lanky body which projects a kind of dancer's positioning (clumsy, graceful, humorous, telling) in a current circumstance. If mind or spirit is lacking, his legs can compel him to walk all night. <br /><br />Central to his comeback is the rejection of set roles. To punctuate his end to acting and his determination to a new identity, he smashes his videos and TV, and bangs his head till bloody against his ""John Lennon Forever"" poster. He has let down his iconic anti-establishment artist---but he's the only viable guide he knows. He even imagines himself as John's son (Yoko Ono), and adopts his ""Mother Mary"" as an intercessor in his ""hour of darkness"" and ""time of trouble."" (the wrenching, shaking pain in the park--hallucinatory and skitzoid ordeals) ""Music is so much more real than acting"" he says. And speaks of Lennon's influence as ""showing me a new way."" In the mental institute, the life-saving apples (resistance, nourishment) reflect Lennon's presence, as does Hongshen's need to re-hang his hero's poster in his redecorated room.<br /><br />If Lennon's influence is spiriting, Hongshen's father's influence is grounding. Although father and son are both actors and users (drugs and drink), it is Fegsen's differences from his son that underwrites his change. For the father is more secure in himself: he accepts that he's Chinese, a peasant in a line of peasants, a rural theater director. And he exercises control over both his habit and his emotions. It's this recognizable identity that drives Hongshen to treat him like a sounding board, sometimes with anger and rage, sometimes with humor (the blue jeans, Beatles) and passivity. In his most crazed, and violent exchange with his father in which he accuses him of being a liar, and a fake, he exposes more of himself than his father: ""all the acts I acted before were bullshit... life is bullshit."" And to Hongshen's emphatic ""you are NOT my father,"" he softly replies, ""why can't a peasant be your father?"" <br /><br />Under these two teachers and with much additional help from his mother, sister, friends, inmates at the rehab inst., he makes some tangible connection to a real (not whole) self. As the long term drug effects recede, so does his old identity. Indebtedness replaces pride, trust distrust. Integrity banishes his black cloud. All his edges soften. ""You are just a human being"" he repeats endlessly after being released from the strap-down incurred for refusing medicine. Back home, lard peasant soap is fine with him now. And his once ""rare and true friendships"" begin again as is so evident in the back to poignant back-to-back fence scene with his musician buddy. Hongshen says of this movie: ""it's a good chance to think about my life."" And I might add, become a New Actor, one bound to art and life. Like Lennon, he has gained success without a loss of identity.",Positive
A bit slow (somehow like a Sofia Coppola movie) but still a very captivating film about the discovery of sexuality by three teenage girls. The magic of the movie lies in its capacity to bring back many memories to how it felt like to be their age. The confusion and the insecurities are portrayed in a very simple way but so true to life. The music is perfect and the acting is amazing. The camera works beautifully also. I highly recommend it for those who are not afraid to look back at this particular period of life when we discover our sexual impulses and our desires. I would also say that it is a fine film for young people going through that period. So many movies have been made about adolescence but this really captures the true essence of discovering the adult world of romance and its complexities.,Positive
"please re-watch all 3 series and do not go see this movie, the trailer is completely misleading and the 3 weakest characters in the series stretch a badly thought out 25min TV episode into the most painful 2hrs of my life, truly an awful film. tubbs and edward are in it for a few mins, micky has 1 line, and her lipp just reels out the same tired old puns, also mr briss's accent just changes about 5 times in the film tons of badly acted extras, and really a few laughs that they seem to recycle for 2 hrs i honestly feel this series has been completely ruined by this god-awful piece of crap..........batman and robin all is forgiven",Negative
My wife and I find this movie to be a wonderful pick-me-up when we need to have a good laugh - the conflict between some characters and the repore between others make this a sure fire comedy relief. I am so looking forward to this movie coming on DVD so I can replace my well watched VHS.,Positive
"Back in 1994, I had a really lengthy vacation around the Fourth of July - something like 17 days off in a row what with two weeks paid vacation, weekends and the holiday itself. I stayed in town during that time, hanging out at my parents' house a lot.<br /><br />I didn't have a TV in my apartment so I used to watch my parents' tube. I had just finished watching a segment of the X Files when a program came on called Personal FX. I was hooked instantly. I had always been fascinated with items in our home that had come from my parents' family homes and through inheritances from relatives' estates, and often wondered about their history, value, etc.<br /><br />After my long vacation, I used to go to my folks' house on my lunch-hours just to catch Personal FX.<br /><br />I can remember one episode during which co-host Claire Carter announced that the New York apartment in which the series was filmed was being renovated and that once said renovations were complete that Personl FX would return to the air.<br /><br />It never did! Personal FX was the first -and best - of the collectible shows. And it vanished from the air! Almost fifteen years later, I'm still sore.<br /><br />Way to go, FX.",Positive
"When I first saw this film around 6 months ago, I considered it interesting, but little more. But it stuck with me. That interest grew and grew, and I wondered whether my initial boredom and response had more to do with the actual VHS quality rather than the film itself. I purchased the Criterion DVD box set, and it turns out that I was right the second time. Alexander Nevsky is a great film. It is rousing, and I'm sure it succeeded in its main aim: propaganda against the Germans.<br /><br />That is the most common criticism against this film, and against Eisenstein, that it is merely propagandist and nothing else. It's untrue. He is an amazing film artist, one of the most important whoever lived. By now, the world is far enough beyond Joseph Stalin to be able to watch Eisenstein's films as art.",Positive
"My husband and I enjoy The DoodleBops as much as our 8 month old baby does. We have bought him DVD's and CD's just so we can watch and listen to them ourselves. They are fun, energetic, and very entertaining. They encourage children to be active, share and care. They always have a positive message along with fun entertainment. Every time our son hears the theme song he quickly turns his head toward the television and starts bouncing up and down in excitement. Dee Dee is a wonderful singer, she has a great voice. Moe is a great dancer. I would recommend The DoodleBops to anyone with children. Our favorite song is The Bird Song. You just can not help but smile and want to dance when you hear it.",Positive
"Wow, a movie about NYC politics seemingly written by someone who has never set foot in NYC. You know there's a problem when at one moment you expect the credits to roll and the movie continues on for another half hour. The characters are boring, John Cusack's accent is laughable, and the plotline teeters between boring and laughable. A horrible movie.",Negative
"I love this movie because every single element of it is nothing less than excellent. I will quickly praise a few of them. Peter O'Toole gives us one of his great performances as he becomes the definitive Mr. Chips. Petula Clark, has a beautiful voice and is perfect as Katharine. The director was able to bring the story to the screen in a fresh new way. Combine that with the fantastic and creative cinematography, editing, writing, etc., and you have a film that shows the fine quality of its production. I can't praise the well-planned camera work enough, it moves us up and around, zooming in and out, giving us the best views of, and letting the locations become part of the scene. Petula Clark's last song 'YOU AND I' is just 3 beautifully composed long takes, and in this era of 2 second takes, I can appreciate the extra care that everyone involved had to give to get those long scenes perfect. The music is great, and the songs move the story along just as they should. Leslie Bricusse is one of my favorite composers. Listen to these songs, how could anyone not like them? This is a very romantic story between two people nearing middle age that find each other, bring out the best in each other, and it lasts till the end of their lives. Excellent production values, acting, camera work, and music, make this movie well worth watching.",Positive
"Supposedly a ""social commentary"" on racism and prison conditions in the rural South of the 1970's, ""Nightmare"" is full of bad Southern stereotypes, complete with phoney accents. Not only would it be offensive to the sensibilities of most American Southerners, this tawdry piece of work comes off as just a thinly-disguised ""babe in prison"" movie--especially in its uncut original version. Nevertheless, acting is generally above average and the late Chuck Connors, in particular, does a good job of making viewers hate him--even though he looks somewhat uncomfortable in several scenes. There's also a change-of-pace role for the late Robert Reed, who appears as the lecherous warden, and Tina Louise (previously Ginger of ""Gilligan's Island"") made a rather believable sadistic prison guard. My grade: D. <br /><br />",Negative
"There are some redeeming qualities to this show. One is that the theme tune does have a decent melody. The show does have a nice premise. Also, I am probably in the minority, but I like Wanda. I like the fact she is caring, and is more a mother figure to Timmy. However, despite all this, I do not like this show, it isn't excrement but I do find it very annoying.<br /><br />I wouldn't say that it is the best animated show on Planet Earth. When I use that term for an animated TV show, I think of Peter Pan and the Pirates, I think of Darkwing Duck, I think of Scooby Doo and I think of Talespin. And I hope I am not the only one who really likes the Wild Thornberrys and resent the fact it gets poked fun at. Nor do I think Fairly Odd Parents is the worst animated show on Planet Earth. I accept it's annoying, and in some ways overrated, but it isn't the worst show on Nickolodean. That is Chalk Zone, god that show is unwatchable. But the worst animated show I've ever seen is Shaggy and Scooby Doo:Get a Clue, which is crudely animated, unfunny and frankly a disgrace.<br /><br />One thing I don't like about this show is the animation. The characters, forgive me if I offend, have very weird facial features, and a lot of the backgrounds are dull and lack the colour that make Spongebob Squarepants and Wild Thornberrys so nice to look at. The characters with the exception of Wanda I find very annoying. I can't believe such a talented voice actress like Tara Strong(aka. Charendoff) voiced Timmy. Timmy I don't find very likable as a lead character at all, he is annoying and sometimes patronising, and he is a poor decision maker as well. And his voice gets on my nerves. I actually like Strong but not in this show. Another annoying character is Cosmo, the supposedly funny character. Instead, his jokes are as unfunny as they could become. They are either a) contrived, or b) over familiar. Timmy's parents are awful characters, who don't give a toss about their son, and their personalities wear well thin.<br /><br />The story lines are very unoriginal on the most part, and I keep thinking, where have I seen this before. The episodes after the arrival of the baby I thought were unwatchable. Even worse is the scripts, very unfunny, childish, witless and suffer from a complete lack of energy.<br /><br />All in all, not the worst show ever, but pretty poor for an animation fan, and fairly uncomfortable to sit through. 3/10- there are redeeming qualities, and I completely understand if people like it. Bethany Cox",Negative
"As soon as it hits a screen, it destroys all intelligent life forms around ! But on behalf of its producers I must say it doesn't fall into any known movie category, it deserves a brand new denomination of its own ! It's a ""Neurological drama"" ! It saddens and depresses every single neuron inside a person's brain.<br /><br />It's the closest thing one will ever get to a stroke without actually suffering one. It drives you speechless, all you members go numb, your mouth falls open and remains so, and the most strange symptom of all is that you get yourself wishing to go blind and deaf.<br /><br />No small feat for such a sort of a ""movie"".<br /><br />The only word that comes to my mind just having finished my ordeal is OUTRAGE !!!!!!",Negative
"Steve McQueen has certainly a lot of loyal fans out there. He certainly was a charismatic fellow, one of the most charismatic the big screen ever knew. But even McQueen can't save this turkey of a film, shot with what looks like a brownie camera in the actual locations in St. Louis.<br /><br />McQueen's a new kid with no criminal record brought into the planning of a bank heist by one of the other gang. There's more than a broad hint that there's a gay relationship going on between young Steve and David Clarke. He's not liked at all by the other heist members, mainly because of his lack of criminal resume. <br /><br />Steve also has a girl friend in Molly McCarthy and she suspects something afoot, especially when he starts hanging around with Crahan Denton and James Dukas as well as Clarke, all pretty rough characters. That would certainly get my suspicions aroused.<br /><br />The Great St. Louis Bank Robbery had two directors Charles Guggenheim and John Stix. Guggenheim did mostly documentaries and Stix didn't do much of anything. One of those two jokers decided Steve's performance was best served by doing a bad Marlon Brando imitation. <br /><br />This film may go down as the worst ever done by Steve McQueen. I'm willing to bet that Dick Powell and Four Star Productions had already signed him for Wanted Dead or Alive because I can't believe they would have if they saw this.<br /><br />Or they would have seen something the public would have overlooked except for the dressing for this turkey.",Negative
"I wish I knew what to make of a movie like this. It seems to be divided into two parts -- action sequences and personal dramas ashore. It follows Ashton Kutsher through survival swimmer school, guided by Master Chief Kevin Costner, then to Alaska where a couple of spectacular rescues take place, the last resulting in death.<br /><br />I must say that the scenes on the beach struck me as so stereotypical in so many ways that they should be barnacle encrusted. A typical bar room fight between Navy guys and Coast Guardsmen (""puddle pirates""). The experienced old timer Costner who is, as an elderly bar tender tells him, ""married to the Coast Guard."" The older chief who ""keeps trying to prove to himself that he's still nineteen."" The neglected ex wife ashore to whom Kostner pays a farewell visit. The seemingly sadistic demands placed on the swimmers by the instructors, all in pursuit of a loftier goal. The gifted young man hobbled by a troubled past.<br /><br />The problem is that we've seen it all before. If it's Kevin Costner here, it's Clint Eastwood or John Wayne or Lou Gosset Jr. or Vigo Mortenson or Robert DeNiro elsewhere. And the climactic scene has elements drawn shamelessly from ""The Perfect Storm"" and ""Dead Calm."" None of it is fresh and none of the old stereotyped characters and situations are handled with any originality.<br /><br />It works best as a kind of documentary of what goes on in the swimmer's school and what could happen afterward and even that's a little weak because we don't get much in the way of instruction. It's mostly personal conflict, romance, and tension about washing out.<br /><br />It's a shame because the U. S. Coast Guard is rather a noble outfit, its official mission being ""the safety of lives and property at sea."" In war time it is transferred to the Navy Department and serves in combat roles. In World War II, the Coast Guard even managed to have a Medal of Honor winner in its ranks.<br /><br />But, again, we don't learn much about that. We don't really learn much about anything. The film devolves into a succession of visual displays and not too much else. A disappointment.",Negative
"Wow, Stella Shorts are great! Lots of patrons from The State and Stella, the TV show. I never knew that Stella could have gotten any better then they were on the TV show Stella or even Comedy Central Presents: Stella. I also never knew short comedies could be any good. My favorite ones were Pizza, Racking Leaves, The Woods and David arranges to a meeting with his long lost cousin Greg. I think over all that David was the funniest one. Its funny when he doesn't make sense. I like the music in the shorts. Thats something I pay attention to a lot. They always had good taste in music. I wish they still made shorts, either that or bring back there sitcom. I hope they continue making good and funny comedy.",Positive
"I can't emphasize it enough, do *NOT* get this movie for the kids.<br /><br />For that matter, you'd best spare the adults from it as well.<br /><br />All right, perhaps I'm overexaggerating a little. This isn't the worst kids' movie... no, let me rephrase that. This isn't the worst movie made by dissilusioned adults FOR dissilusioned adults and somehow marketed towards kids (that would be ""Jack"", which I've been meaning to review / gut like a fish).<br /><br />Adults won't learn anything surprising (well, if you must, fast-forward to just before the end credits for a Educational Bit about an Interesting Cosmic Phenominon). We don't usually end up doing as adults what we wanted to do as kids as reality tends to get in the way. Well, duh, I could have told you that (so can four years of college at an art school, but I degress).<br /><br />I have no idea what the heck kids could possibly get out of this movie. Most likely it will only upset them (we get to watch the moment when Russ was traumatized at eight years old). There's a better movie, ""Kiki's Delivery Service"", that has essentially the same message but handles it litely instead of drilling it into your head. And the adults will like it too!<br /><br />By the way, there is a moment in the movie made with amature MST3K-ers in mind, if they think of that OTHER Bruce Willis movie with a sad little kid in it.",Negative
"In one of the better movies of the year, Tom Hanks stars as Congressman Charlie Wilson in this sardonically funny and extremely relevant (given reasonably current events) historical comedy-drama surrounding the 1980s Afghan/Soviet fiasco. The Soviets were attacking Afghanistan killing hundreds of people. Why should anyone care? People are dying, right? No, the reason the United States got involved through Charlie Wilson was because the Afghans, in fear they would get blown to sh_t, started illegally coming into Pakistan which in turn p_ssed Pakistani President Mohammad Zia ul-Haq off. Charlie Wilson in an effort to fix this situation teamed up with the sixth richest woman and religious fanatic in Texas, Joanne Herring (Julia Roberts) and a amusing and robust American spy for the CIA, Gust Avrakotos (Philip Seymour Hoffman) to help supply Afghans with high-tech weapons to destroy Soviet fight air-craft that would try and attack their land.<br /><br />Although certainly not a serious Oscar contender for Best Picture, 'Charlie Wilson's War' is probably one of the best of the many political films of the year. Academy Award Winner Mike Nichols provides solid directing as to be expected while Emmy Award Winner Aaron Sorkin (Sport's Night, The West Wing) provides a remarkable screenplay that near-flawlessly balances comedy and drama. The acting is great for the most part as well. Tom Hanks delivers his best and most enjoyable performance since his 2000 Oscar-nominated turn as a FedEx worker stranded on a tropical island in 'Cast Away'. Hanks takes a slimy character like Wilson and with his trademark charm turns him into a likable guy. Amy Adams and Ned Beatty are reliable as always, but the real stand-out performance of the film is from Philip Seymour Hoffman. Arguably the finest actor working in the film industry today, Hoffman takes a small supporting role and upstages everyone around him. From his first scene where he's screaming at his boss before violently breaking his window, Hoffman sucks you in. The only disappointing cast member is unsurprisingly overrated Hollywood starlet Julia Roberts. Hamming her way through yet another movie, Roberts' overbearing and over-the-top portrayal of a rich Texas oil woman hits all the wrong notes and is at most times flat-out annoying. At 97 minutes, the movie is short and sweet, and that isn't to say it doesn't drag at some points but when it does drag it's for a very brief amount of time.<br /><br />In conclusion, 'Charlie Wilson's War' is not a perfect film by any means, but it's certainly worth a look. Grade: B+",Positive
"A good film with--for its time--an intense, sprawling, rather dark story somewhat reminiscent of John Ford's ""The Searchers"" though not so brutal. The story starts fast and doesn't let up, with several scenes of really good dialog between (Stewart's) Jeff Webster, Ronda Castle and Sheriff Gannon. This film is in some ways reminiscent of ""Bend of the River"" (1952), also a Mann-Stewart work, but I found it far less sentimental and more interesting. There are a few caveats: a too-quickly wrapped up (and rather sentimental) ending; 24-year-old Corrine Calvert is not very convincing as a naive French teenager, and of course the film takes place in the Mythic West, a land of fable where the real laws of nations and physics don't apply. But these are trivial concerns. James Stewart is surprisingly good as a dark, disengaged man who thinks he cares for no one but himself, and the mountain scenery can't be beat. A fine Western costume drama.",Positive
"I just got this video used and I was watching it last night. The acting started out extremely bad (hey------hey------twister) but got very good soon after wards. The tornadoes looked extremely fake, and many of the CGI effects were very dodgy, but the scene with the house cracking apart and the contents inside being blown around and sucked out were extremely well done, and just about on par with movies like Twister. The scenes of devastation were also extremely well done too. The story was very well written, and it's refreshing to see a movie like this stray away from the same old ""disaster formulas"" movies of this genre seems to have been stuck in for 30 years.<br /><br />While this movie had a very weird mix of FX and acting quality, this merits an A in my book.",Positive
"Sometimes you just have to have patients when watching indie horror. If you can just toe-tap your way through the slow-paced early scenes, sometimes a real gem will present itself... This (unfortunately) was not the case with ""Satan's Whip"".<br /><br />Written and directed by Jason Maran, ""Satan's Whip"" attempts to drag us along on a boring snore-fest of a film, with no real pay off at the end. I'm guessing that the black & white (and blue) cinematography must have been for a reason, however it is never explained why the majority of the blood is blue, and I found this increasingly annoying as the film went on. The story in itself is not that bad, and actually had some originality and decent content but the acting is simply pathetic. This, combined with the slow-pacing and lack of any real (red) gore made ""Satan's Whip"" one to forget quite quickly. I will give it a ""4"" rating for some witty dialog that made me chuckle, but alas that could not save this boring waste of my time.",Negative
"This is one of the worst films I have *ever* seen! It is bad, even at TV Movie level standards. The plot is diabolically flawed, and the known names in this film are wasted on confused, uncertain characters. I don't know how the director managed to keep this excuse of a film together - it is that bad. Billed as a 'Psychological Horror Thriller' - it is certainly Horrific. There is nothing Thrilling about it. And it could do you Psychological damage! The initial opening scenes held such promise - a possible embarkation on whether the soul is just an aspect of the brain, but the utter shambles that followed the car-crash scene is beyond belief. No matter how hard you try, you couldn't care less about the characters. There are so many sprinkled ideas that the film is at best a collage of disconnected phrases from Chinese philosophers, and at worst the film would actually make you go Brain Dead!<br /><br />I have purchased over 300 films on DVD, and this is the FIRST one I'm going to get my money back on. STEER CLEAR.",Negative
"Thunder Alley finds Fabian banned from NASCAR tracks after causing the death of another driver. Stanley Adams might want to put him on his team of racers, but the other drivers aren't for having him around.<br /><br />Desperate for employment Fabian hooks up with an auto stunt show owner Jan Murray who's paying him peanuts and trying to capitalize on Fabian's bad rep. He's got to take it, but Annette Funicello who's Murray's daughter provides another reason to stick around.<br /><br />The rest of the film is Fabian's struggle to get back to the NASCAR circuit while at the same time juggling both Annette and his current girl friend Diane McBain. Personally, I would have taken McBain, she has it all over Annette.<br /><br />Thunder Alley is helped by location shooting at the southern NASCAR tracks and good film footage of NASCAR racing. Not helped by a rather silly story which delves into the real reason for Fabian's problems and his rather unrealistic recovery from same.<br /><br />Still fans of NASCAR might go for this.",Negative
"Paul Verhoeven's predecessor to his breakout hit 'Basic Instinct' is a stylish and shocking neo-noir thriller. Verhoeven has become known for making somewhat sleazy trash films, both in his native Holland and in America and this film is one of the reasons why. The Fourth Man follows the strange story of Gerard Reve (played by Jeroen Krabbé); a gay, alcoholic and slightly mad writer who goes to Vlissingen to give a talk on the stories he writes. While there, he meets the seductive Christine Halsslag (Renée Soutendijk) who takes him back to her house where he discovers a handsome picture of one of her lovers and proclaims that he will meet him, even if it kills him.<br /><br />Paul Verhoeven twists the truth many times in this film, and that ensures that you never quite know where you are with it. Many of the occurrences in The Fourth Man could be what they appear to be, but they could easily be interpreted as something else entirely and this keeps the audience on the edge of their seats for the duration, and also makes the film work as this narrative is what it thrives on. Paul Verhoeven is not a filmmaker that feels he has to restrain himself, and that is one of things I like best about him. This film features a very shocking scene that made me feel ill for hours afterwards (and that doesn't happen very often!). I wont spoil it because it needs the surprise element to work...but you'll see what I mean when you see the film (make sure you get the uncut version!). There is also a number of other macabre scenes that are less shocking than the one I've mentioned, but are lovely nonetheless; a man gets eaten by lions, another one has a pipe sent through his skull, a boat is smashed in half...lovely.<br /><br />The acting in The Fourth Man isn't anything to write home about, but it's solid throughout. Jeroen Krabbé holds the audience's attention and looks the part as the drunken writer. It is Renée Soutendijk that impresses the most, though, as the femme fatale at the centre of the tale. Her performance is what Sharon Stone would imitate nine years later with Basic Instinct, but the original fatale did it best. Paul Verhoeven's direction is solid throughout as he directs our attention through numerous points of view, all of which help to create the mystery of the story. Verhoeven has gone on to make some rubbish, but he obviously has talent and it's a shame that he doesn't put it to better use. Of all the Verhoeven films I've seen, this is the best and although it might be difficult to come across; trust me, it's worth the effort.",Positive
"This movie came as a huge disappointment. The anime series ended with a relatively stupid plot twist and the rushed introduction of a pretty lame villain, but I expected Shamballa to tie up all the loose ends. Unfortunately, it didn't. It added more plot holes than it resolved, and confused more than it clarified. The animation and voice acting were great, but with an idiotic plot, dull setting (most of the movie doesn't even take place in dull WWII Earth rather than the Alchemy world), and disappointing ending (Ed is useless for the rest of his days in a world with no alchemy, and he ditches Winry?), it was altogether pretty lackluster. Do yourself a favor-- disregard the last half of the anime as well as this movie, and read the manga.",Negative
