Text,Review-sentiment,Review-basic-sentiment
"So far its been fine, no problems other than when installed phone only read 59.45GB instead of the 64 GB, thats the reason I'm only giving it 4 stars.  If anyone can give me a answer why it only read 59 instead of the 64 please let me know!",Negative,Negative
"Bought it for my tablet.  it works well, and it has been working now for about 6 months.  I have no complaints.",Strongly Positive,Positive
Wonderful card and performs fast and efficient. I use it with my Samsung Galaxie S3 with no problems. Love the hjgh caparcity it offers and reliability of SanDisk,Strongly Positive,Positive
"I cannot say if it's the SD card or the phone, but google sez it's the phone. Put your MP3s on this card for your Galaxy S3, and the result is a jumble of corrupted files. Yep, that's what I got. So, in fairness to SanDisk, I gave this card 4 stars, and a suggestion to y'all out there, get the 16gb card for your S3 instead.",Strongly Negative,Negative
Purchase this for my GoPro Hero3. It was absolutely perfect and fair in price. I might just purchase another one(1).,Strongly Positive,Positive
Purchased this for my phone.  It was easy to install and format for my phone.  It arrived on time and packaging was appropriate.,Strongly Positive,Positive
No issues so far.  SanDisk is a good brand so hopefully it will last and be durable.  We'll see.  Recommended.,Strongly Positive,Positive
"I bought this for my camera, which had a 720p video recording option.  Everything works just fine with the card and its adapter.",Strongly Positive,Positive
"Upon inserting my HC 16GB card from a Motorola Doid X into the Galaxy S3 my music would play very chopped and sometimes the files would not work at all.  This card not only cleared that problem up but allows me to put my whole music collection on the phone!  No complaints so far, does its job.",Neutral,Neutral
"Stay away from no-name-brand flash memory and get a quality Sandisk. I've owned dozens of their USB flash drives, CompactFlash, SD and microSD cards over the years and they just WORK!as for this particular model, i have the 64gb microSD in my Galaxy Note Pro 12.2 tablet and a 16gb microSD my Galaxy Note 2 smartphone...popped 'em in and the devices recognized them no problem. I can drag/drop copy/paste files from internal storage to the cards without issue, on the fly or plugged into my computers. i always recommend Sandisk to anyone looking to expand their storage capacity.",Strongly Positive,Positive
"Using this in a security camera that I have mounted outside. It does the job of recording the pictures and video. The first one failed and had issues, but this second one seems to be working well.",Positive,Positive
"I purchased this for my grandson for his tablet. I actually purchased 2. He loves his games so I wanted to be sure he had plenty of space to save everything he wanted. They must be working, I've heard no complaints.",Strongly Positive,Positive
"Excellent, quality item.",Strongly Positive,Positive
"marvelous, I just fixed it into my camera and it automatically recognized it. great storage for my camera to use",Strongly Positive,Positive
This memory card works in both my Nook and my Canon camera.  I chose this disk because it will hold lots of pictures.  It was shipped earlier than expected.,Strongly Positive,Positive
"This a great card with lots of storage for the money. Don't hesitate in buying this, it's a steal for the amount of storage you get.",Positive,Positive
Use this on my phone to watch HQ videos or run apps off of and unlike lower class (non HC) cards this one never stutters.,Strongly Positive,Positive
after 3 months would not read at all. Used all sorts of card readers and computers and internals went completely dead. Strange for a product from this company but i guess it happens. May not happen to you but since it's a high capacity would that mean it's more susceptible to becoming corrupted? Would not buy again. (maybe a 16gb),Strongly Negative,Negative
"For $20 I can't complain about those speeds too much.  I put this little guy into a super mini MicroSD reader to stick into my truck stereo for MP3 storage.  I use a USB3 memory card reader to populate the card with music, and my truck stereo seems happy with it.",Strongly Positive,Positive
"I use it in my Note2. It does what it's supposed to do, and extends the storage capacity for this great phone!",Strongly Positive,Positive
No complains here.  Awesome cards with great performance.  No degradation in speeds so far as well as no bad sectors.,Strongly Positive,Positive
"I have not utilized the card as much as I had hoped I would, so I cannot comment too much on the speed, but my tablet (Asus Transformer Infinity) certainly has plenty of space on it now.",Neutral,Neutral
"We have 3 of these and so far it is my favorite microsd card, fast and so far no problems.",Strongly Positive,Positive
"Lasted about 8 months of daily use in my Android phone. But yesterday it stopped performing writes and then failed altogether. While it was working, reads were incredibly fast and writes were pretty good as well.",Neutral,Neutral
"I was looking for expanding memory of my Galaxy Note 3, so I bought this one. This is class 10 micro SD card. Good enough speed for the smart phones. The best way to upgrade the memory of the phone.",Strongly Positive,Positive
I got this to use in my mother's digital camcorder. It offered good value and with the adapter it insures that the card can be used anywhere. My mom was very happy with the extra capacity this card provided her to film my niece and nephew.,Strongly Positive,Positive
Received it as promised. Inserted it into tables and was acknowledged that it is there.Guess it will work as expected also.,Neutral,Neutral
I put it in my tablet and so far nothing to complain about. Will see how long this one can last.,Neutral,Neutral
SanDisk makes some great memory chips for a decent price. I can' recommend no names brands because of their error frequency.,Neutral,Neutral
"works great so far, but gopro filled the card pretty quick recording at 1080p. So I got a 64GB a week later.",Neutral,Neutral
"I've never had a problem with Sandisk memory products (I use their &#34;ultra&#34; compact flash for my other camera), and this one is cut from the cloth. A great product with no problems... I will continue to demand Sandisk!",Strongly Positive,Positive
How can you review a SanDisk card?  It works.  It stores pictures and other items on my phone.  Zero problems with it.,Strongly Positive,Positive
this card is use in a galaxy S4; read and write speed is very good. the card comes ready to use out of the box,Strongly Positive,Positive
I use this in my Galaxy Tab 3 It is great and I have not had any issues with it.,Strongly Positive,Positive
"Works fine my Virgin Mobile HTC EVO V. The phone didn't recognize it at first, but after formatting it's all good.",Positive,Positive
32 GB on top of my 16GB from my Samsung  S4.  Memory Card with adapter included.  Fit exactly on my phone.  Price was lower than buying in another phone store.,Strongly Positive,Positive
"I got this to upgrade my surface pro 2's storage and it works nicely, what do I store on it? Bunch of MP3's and games on steam.It works well, the games run fine, boot pretty quick, the one issues I had was installing the games, sometimes the card would vanish from the drive and I'd have to pop it in and out to get it to go again, however I feel like that could be software related as nothing like that happened while playing a game.Best idea is to install the game on the surface, move the files over manually to the card, &#34;tell steam to uninstall the game&#34; to erase it from the list, then hit install, point it to the folder on the card, then it'll spot the files, download only a few things and bam, it works.About the card itself, I wouldn't rely on multitasking off this thing, as it's not meant for that- as in if you're playing music off this card, do not install a game at the same time. It's fast at 1 thing, not many.",Neutral,Neutral
"I mean, its obvious lies, this whole 64GB thing.. you get maybe 60 if you are lucky..Seems to work ok so far.",Neutral,Neutral
I take lots of pics with my phone (Samsung 4S) and this helps free up space on my phone. I've not had any issues with it so far.,Strongly Positive,Positive
"exactly what I neededTook the old 32 GB card out of my Samsung Galaxy S4 to put in my digital recorder so I bought this new 64 GB card for the phone.As advertised, very fast and stable (I try to transfer as many of my apps to external media on the phone to free memory on the phone) and I have not had one problem as of yet.Highly recommended",Strongly Positive,Positive
Would recommend friends. Worked as expected and transfer is speedy. Always a fan of SanDisk where they make they product quality.,Strongly Positive,Positive
Purchased for school district.  I haven't heard any complaints (which I would) so I can only assume that everything is okay.,Neutral,Neutral
Great price. Fast speed class 10. with adapter. I like the color. It's a memory card not much to go wrong.,Strongly Positive,Positive
"Bought this for my Samsung Galaxy Legend phone so I can store all my pictures and videos, works like a charm.",Strongly Positive,Positive
they work great with my phonei think i may have to buy lots more of this productmaybe 64gb,Strongly Positive,Positive
"it is a very good product, we like the brand and we keeping buying it for our camares, phones, tablets...",Strongly Positive,Positive
"Well known brand-name. High speed, good price, lots of storage space. Lots of uses.  I bought a micro adapter so I can use it as a flash drive for movies.",Strongly Positive,Positive
"I used this to upgrade the storage on my phones and tablet. Its simple, I get fast transfer speeds, it just simply works and works well. This is my go to card brand for reliability and performance.",Strongly Positive,Positive
"I am using this to add capacity to my Android powered HP Slate 7&#34; tablet, had to re-format to NTFS to work but then it worked great!  Note many devices will only work with up to 32 GB card only, check your specs before ordering",Strongly Positive,Positive
i got this sd card for my trip to hawaii so i could gopro everything. gets about 4 hours of video at 1080hd. works great. no complaints. highly recommended.,Strongly Positive,Positive
I bought the 64GB version of this card to increase the storage capacity of my Samsung Galaxy S3.  I use it to store pictures and video which I shoot with the phone.  I have never had any issues with the card keeping up to the 1080p video that the phone shoots.Speed as tested on my Galaxy S3 w/ SD Card Tester:Write: 9.6 MB/sRead: 24 MB/s,Strongly Positive,Positive
A must have for those who listen to a lot of music on the go...wish they made a 128gb model.,Strongly Positive,Positive
"Bought this to expand my storage space on both my Galaxy S4 and a Surface tablet with Windows RT. Performed very well on both, transferring small files can take a while but I have no problems recording video in HD with my phone. Totally recommend it, and it's the largest card both of this devices will take.",Strongly Positive,Positive
Brilliant Little Card  Good Transfer speeds highly recommend to all was exactly what i was looking for at a great price.,Strongly Positive,Positive
"Good price, good quality. Put it in my phone for some extra storage, and it's held up very well since I got it.",Strongly Positive,Positive
"They are scandisk micro SD, they work well and I have never had a problem with this product brand. short a couple words, sorry",Strongly Positive,Positive
this card is great you can save lots of pictures or files on this card the card works great in most phones,Strongly Positive,Positive
very useful for surface pro to increase capacity from 128GB. Can also be used as backup in case something goes wrong,Strongly Positive,Positive
Yee so this is the maximum space allowed in the gopros to my knowledge. The older versions like the Hero 3 are the larger SD cards but now the micro SD cards are allowed. Great price and great quality for those HD pictures and movies. Get it.,Strongly Positive,Positive
"Amazing how they keep making bigger storage cards and the price goes down. Wow, these are nice for holding lots of stuff",Strongly Positive,Positive
"I am not sure that I can say anything that has not been covered in the previous 13,660 reviews that have already been written for this memory card, but I will add my comment.Its a great card and it works great in my camera.  The storage capacity is more than I needed, but the price was too good not to get it.",Strongly Positive,Positive
"For this special price I could not let them go.I bought a few cards for my phone, my gopro and my camera.... Ideal",Strongly Positive,Positive
for my Galaxy note 10.1.  This is necessary if you use the tablet as much as I do.  Don't get a smaller card.,Strongly Positive,Positive
Using this on my Samsung Galaxy S4.  It works well and has good read/write speeds.  Very pleased with this card.,Strongly Positive,Positive
"Before putting it into my phone I formatted and moved all the data over to it from my 16GB microSD. Popped it into my phone and has been in there for the last 4 months with no problems. Picked it up for about 27 bucks, very good deal.",Strongly Positive,Positive
It works just fine and I'm thinking of getting a 64GB for my tablet later on.  I don't have too much more to say except buy!,Strongly Positive,Positive
Got this to replace my old class 4 micro sd card in my new phone. Plenty of space and very fast.,Strongly Positive,Positive
Use this with my GoPro Hero 3 HD to record high definition sports video and this chip does it very well. I would definitely recommend it,Strongly Positive,Positive
Great card but have had some issues with my GoPro 3 with this one. Maybe a firmware update will help my situation.,Neutral,Neutral
"I picked this up as a deal of the day.  No issues at all.  Put it in my phone, and then connected the phone (Galaxy S4) to the computer and dropped music and pictures in the folder and everything was quick and easy!",Strongly Positive,Positive
Works just fine for the Go-Pro I bought a few months ago. It's works just great for what it's made for.,Strongly Positive,Positive
Can't beat the price on this one. 64GB and SD card reader. I use this is in my go Pro 3+ works fantastic.,Strongly Positive,Positive
"I am continually amazed by the fact that this tiny bit of almost nothing can be so powerful.  However, I caution anyone buying these Micro Cards for their GoPro that they are extremely easy to lose, but I highly recommend them.",Positive,Positive
I have used this product with my Samsung Galaxy S3 and my Sony Xperia Z1 and it performs without fail.  This added much need memory for my phone to take pictures and video.  I would recommend to all Android phone owners.,Strongly Positive,Positive
Added lots of storage space to my new Nokia Lumia 1520. Very nice! The package got here very quickly and I was able to install it easily. The phone recognized it immediately. I did turn off the phone before inserting the SD. It came with an adapter that I didn't need to convert it from Micro SD.,Strongly Positive,Positive
"NOT GOOD REPEATEDLY SELF EJECTS FROM NEW GALAXY S4  RETURNED FOR EXCHANGE OR REFUND....BOUGHT TWO ONE WORKS WELL BUT ONE DOESN'T I GUESS IS DEFECTIVE....I HAVE TWO GAL S4,..IS WHY I BOUGHT 2...",Strongly Negative,Negative
San disk has always been a good brand for me.  It worked very well for my samsung galaxy phones and tablets.,Strongly Positive,Positive
"I used this to replace the existing Transcend MicroSDHC card in my phone. I find that only a few pieces of my equipment can access it - apparently some older firmware devices do not recognize 64 GB SD. One trick I found - I was able to format this in my tablet, then move it into my phone. Initially, my phone reported it as a corrupt SD. Other than that, I have had no issues with it - it is reliable and stable, but not lightning fast. It took me over two hours to copy my photos and music onto it.",Positive,Positive
"Big fan of SanDisk and even more so as the price of flash decreases. Can't compare to other brands as never has a reason to switch, Minor price variations do not compel to do so and performance/quality has never been in issue in many years of suing brand.",Strongly Positive,Positive
Seems to work just fine. I have loaded it up about 1/3 full and deleted the files and nothing unexpected has happened.,Positive,Positive
the phone that memory resides plays video and media fast.  Sandisk always makes excellent products and for memory it is leader.,Strongly Positive,Positive
I would recommend this memory card to anyone. It works well with my tablet. I have no problems with it.,Strongly Positive,Positive
"Works like it's suppose to, quick and efficient, stable and reasonably priced. So far so good, put it in the camera and go.",Strongly Positive,Positive
"Just what I am expecting for this brand, I installed it in my tablet the moment it arrives and it works perfectly.",Strongly Positive,Positive
"I bought this for my grandson to work with his new tablet.  He's very happy with it, so much so that I'm sure that he prefers tablets to laptops.  It gives him all the function that he needs.  This Memory Card ensures that he can keep his data and move it to the next tablet, whenever its needed.",Strongly Positive,Positive
"I got this for both my phone and camera. Can't decide what to use it in first, LOL depends on what I feel like carrying with me...",Strongly Positive,Positive
"I was afraid to buy it for so many comments saying it doesn&#8217;t work with hero3 at high resolutions video, but it was not my case.",Strongly Positive,Positive
I mean it's a 64gb memory card. The price was right (caught a sale) and its a big ole memory card. I like SanDisk and haven't had any trouble!,Strongly Positive,Positive
Love it. It works great and is fairly cheap compared to other 64gb SD cards without sacrificing quality. SanDisk has always made great products.,Strongly Positive,Positive
Gave my galaxy S4 plenty of memory and at a good price. I had a problem with my first one but Amazon sent me a replacement next day which worked perfectly.  I would recommend this to anybody.,Strongly Positive,Positive
Bought a digital recorder with a memory card slot.  This card worked perfectly.  No problems and my files have a newhome.  Definitely worth the price and met expectations for data storage.,Strongly Positive,Positive
"Not much to say, its a memory card but it works great in my Go Pro Hero 3 Silver Edition.  Using 960x60, this card gave me 8.5 hrs of video recording time.  Definitely a good buy",Strongly Positive,Positive
Great price! works flawless with my note 3. I love it!!! So glad I purchased this memory card. A must have to expand your memory on your phone.,Strongly Positive,Positive
"This cards holds everything I can think to out on it. I have barely filled it up. It works fast, there is no lag when accessing it. The card let's you take HD video straight onto it.",Strongly Positive,Positive
"I was able to plug it in, use the format utility and it worked just fine (this is on the galaxy s3).  Now every ounce of my ripped CD's are on my phone with 32gb  to spare.  Not much else to say.",Neutral,Neutral
I own both 64 and 32GB cards for use in my phone as well as GoPRO cameras. They have been reliable and worked well right out of the box with no problems. No complaints at all.,Positive,Positive
"I use this with my Samsung Galaxy Tab 3 10.1, and it has worked seamlessly. I use it to store movies to watch while travelling, and haven't had an issue yet. The transfer speed is great and Playing movies from the card has not been a problem.",Positive,Positive
Purchased this along with the Nifty Minidrive for use as my Time Machine backup my Macbook Air 13&#34;. Perfect expansion!,Strongly Positive,Positive
"Good quality product for the price, I bought it for my go pro and I haven't had any issues yet.",Positive,Positive
"I couldn't find this cheaper anywhere else, for the price you simply can't get anything better. Write VERY fast, and has plenty of storage. Using this in my BlackBerry Q-10.Very recommended!",Strongly Positive,Positive
Tried this with its adapter on DSLR Camera and got some errors at times while trying to save data to card.  It is ok for other uses like computer external data.,Negative,Negative
"I bought this for my Android device and it works great!It even comes with a converter so if I'd like to use it for images or movies I could!I'd highly recommend this product to anyone needing memory for their Phone, Android Player, Camera or anything that uses SD and /or Micro SD!",Positive,Positive
Moved my music library for phone/car use.Easy to set up and reliable.The drivers didn't like my older laptop so I had to work around it - any teen can tell you how to do so with only a slight roll of the eyes.,Strongly Positive,Positive
I bought this memory for my Samsung Tab 2 8.0. So far it works quite well. I wish my Samsung would recognize the 64 GB.,Strongly Positive,Positive
Bought it for my Galaxy S5. Dumped 32g of music on it and so far so good. It's nice to have plenty of storage.,Strongly Positive,Positive
This does exactly what you would expect from a 32GB MicroSD memory card. Plenty of storage and fast access times make this a solid purchase.,Strongly Positive,Positive
Got this to use with the GoPro Hero 3 motion camera - fits and works just fine.  Big enough to film several flights and not run out of space.,Positive,Positive
I purchased this to expand the storage space of my Samsung Galaxy S3 and I love it!  It's fast and offers lots of storage space.  I use it to store several full length HD movies on my phone which I view when travelling.  In addition I have tons of music on it too.,Strongly Positive,Positive
"Works great, another awesome Amazon purchase! I use it in my Samsung Galaxy S 3.",Strongly Positive,Positive
"This is a fast card that I trust more than the off-brands not to die. Sandisk has also lowered their prices to be more in line with the competition. All in all, this is a great card at a good price.",Strongly Positive,Positive
"I've now bought 5 of these cards I like them so well.  I take a lot of pictures in RAW, often times filling one of the 64GB cards up in a day or less.  They are fast and very handy due to the small size.",Strongly Positive,Positive
This item arrive on time.  Upon receiving it I put it in an electronic device and it stores stuff you need to store.  Nice colors too.,Strongly Positive,Positive
"Git this for my daughters samsung Galaxy S3. It has been working great in her phone, fast with no problems",Strongly Positive,Positive
Works great in Canon 7d ( (microSD) to (SD adapter) to (SD to Compact flash adapter) for fast shooting and video.  Also works great with GO Pro models.  This card keeps up with the data rates required by the digital media devices todayRecommend this for Canon 7D* (*adapters needed) and GoPro.,Strongly Positive,Positive
It's A good reliable product that I can always rely upon. I highly recommend it to anyone looking for a micro sd.,Strongly Positive,Positive
"Bought a Windows Surface with 8 Pro. It has a 128GB SSD which is pretty good, but adding the card gives me 64GB of storage and backup that is nearly as fast as the SSD.",Strongly Positive,Positive
"This thing is quick, no waiting for things to load. The free app has a good UI and is actually helpful unlike a lot of free apps.",Strongly Positive,Positive
"Works. There's nothing else to say so yes it works, and yes it works. It also works, so it is pretty good.",Strongly Positive,Positive
"I use this in my Android Phone, pretty much for MP3's to play in my truck. It certainly doesn't perform like a Class 10 card when writing the files to it but not for me, wasn't that important.",Positive,Positive
"Works according to the camera requirements. Reads fast, writs fast, it's a good card! I though about buying the 32 gb card, but I found that you can actually move the pics from the camera to your iphone/ipad, so you actually don't need more capacity.",Strongly Positive,Positive
"This SDHC is fast. Great for cameras, the pictures take nothing to record and the next shot is quick and easy. I use it with Raspberry Pi, that needs fast media. Works perfectly.",Strongly Positive,Positive
"This was a gift for my boyfriend and he loves it, he said it works perfectly. So i am happy with the result",Strongly Positive,Positive
I use this to store music/video/pictures in my phone. Works well for that purpose. No hiccups or speed issues. Bueno.,Strongly Positive,Positive
I mounted it in my tablet (Lenovo Thinkpad 2) and it has been doing just fine and working well without any problems.,Strongly Positive,Positive
"What more can I say? The 64GB micro SD works for the Samsung Galaxy Note II! I simply popped in the card and there it was with no formatting. ""59GB of space"" couldn't be more happier.",Strongly Positive,Positive
Does it's expected job. I use it in a dash cam video in my car and the quality is perfect.,Strongly Positive,Positive
"Could not be happier.  It's fast, works great, and I didn't have to risk an appendage trying to get it out of retail packaging.  I've been a fan of SanDisk for years, and this is why - solid product.",Strongly Positive,Positive
Great deal for a great product. Recommended for anyone needing to expand the memory of their portable devices. Comes with SD adapter for use in card readers.,Strongly Positive,Positive
This works with my Galaxy S4 and is fast enough to record 1080P video. I would purchase again I have always had good luck with SanDisk cards.,Strongly Positive,Positive
"Worked great in my galaxy s4 and died about 2 months later, what a waste of a lot of money!",Strongly Negative,Negative
Good to have an extra one for the camera or tablet. Holds a lot of data.,Strongly Positive,Positive
I used it and it worked fine. i try to buy many of sandisk products more often but its a bit pricey,Neutral,Neutral
Excellent cards. I have this one in my ASUS Transformer  and a 16 GB one in my camera. Both work flaulessly.,Strongly Positive,Positive
I just love this because i just got a new smart phone and now i am ready to do some down loading.,Strongly Positive,Positive
No problems at all using this in my Samsung Galaxy S III. Fit right in and started working. I would suggest this to anyone,Strongly Positive,Positive
I got it and tested it block by block.  No issues.  I tested the speed in various applications and on my laptop in a good USB3.0 reader got no less than 4meg/sec and often a little over 10meg/sec.  Speed will (of course) vary depending on all the hardware and what you are transferring.,Strongly Positive,Positive
"It's hard to argue the quality of SanDisk products, and this one is no exception, providing both a high capacity micro SD card and an adapter to allow it to be used in the larger SD form factor, particularly nice for those of us who have a need for both.",Strongly Positive,Positive
"From what I've read, some Galaxy users have had problems with MicroSD cards, but this one works great so far; lots of apps are willing to store their data on it, and Samsung's built-in camera is able to put its photos there instead of in the system memory, so it helps free up a lot of space for apps and things that have to be in the system memory. I've put all my MP3s on the card as well and they play back perfectly using both the Samsung music app and Google Music.",Strongly Positive,Positive
"It is reliable sd card. I always used this brand for all of my camera, my smartphone and tablet.Fyi",Strongly Positive,Positive
Works well. No problems after using it for a number of months. I've always found the SanDisk memory cards to be reliable.,Strongly Positive,Positive
"I don't know, but it's a bunch. This card works great in my Nook HD, no problems installing or using it.",Strongly Positive,Positive
Purchased this product for a new 7&#34; Garmin GPS. The refresh rate is so much faster than on my wife's similar but smaller 5&#34; Garmin with class 4 memory.,Strongly Positive,Positive
Out of the three different brands of micro sd cards the Sandisk is the only one that is still with me.  the other two just quit working.  I have bought several more of these cards and have had no problem except I wished I would have bought ones with more memory.  excellent product.,Strongly Positive,Positive
Perfect for my SS Galaxy Note and a great price too!  I recommend this SD card for all your storage needs.,Strongly Positive,Positive
"I purchased this for additional memory for a smartphone and so far, so good; I have not had a problem with this memory card.",Strongly Positive,Positive
I several of these 64GB cards in my GoPro 3 Black and my Canon T3i. Works great in both without any issues. Transfer speeds are lightning quick as well.,Strongly Positive,Positive
Good 32 GB SD Card.  I bought it to upgrade memory stotage on my cell.  It works on my Samsung S3.  Also comes with adapter.,Strongly Positive,Positive
I use this with a 1080p video camera and it performs very well.  It doesn't have any issue keeping up and the transfer rates when interfacing with a computer are high.,Strongly Positive,Positive
Nothing much to say here. Works great and I haven't lost a single picture or video saved on here so far. Read/Write speeds are excellent.  I've been using this for a few months on my Samsung Galaxy S4 and I have no complaints.,Strongly Positive,Positive
working good.,Strongly Positive,Positive
"WORKS great, better than I thought - IF you cave a SURFACE TABLET  I truly recommend it it will work straight away.",Strongly Positive,Positive
I couldn't ask for anything better. I use it in my GoPro Hero 3. Records a lot of video and holds a lot of pics.,Strongly Positive,Positive
"I can't measure speed and don't know how you judge these things, but I do, based on experience, trust SanDisk and rely on them for giving me a hard drive, which is what this is, that will last a long while and be reliable.",Strongly Positive,Positive
"It's good, I liked it, works perfectly with my Minidrive, but it's kind of slow, sometimes it doesn't reach the promised 10MB/s.",Positive,Positive
"The speed is great i use it in my Galaxy Tab 3 and had a bunch of HD movies on it and i can watch movies on my tablet flawlessly, does what it says",Strongly Positive,Positive
"A very good product and very useful for my smart phone, adapter works fine.Recomended for all th smart phones that can expand to 64 GB",Strongly Positive,Positive
I bought this for my Galaxy S4 to expand its storage capacity and it has worked great.  Fast transfer speeds as well.,Strongly Positive,Positive
I got this for my handheld GPS. It stores data not already stored in the main memory.,Strongly Positive,Positive
This microsd card was as described by others and sandisk themselves. Very fast transfers and awesome price for it. Got it for my Samsung Galaxy S3 and love it!,Strongly Positive,Positive
"Best amount of space for the price and a quality product that works without defectives. Using this with my Galaxy 3, 4 & currently Note III.",Strongly Positive,Positive
"Just what I needed to load Video files on my Moto Xoom. Good capacity, inexpensive pricing, worked like a charm.",Strongly Positive,Positive
"I love this product! I would recommend this product to anyone, I gave it 5 out of 5 stars because it does everything I need it to plus more!",Strongly Positive,Positive
I have 2.Phone for over a year and no problems.Use with adapter in camera and laptop for 4-5 months without any trouble.Will continue to use SanDisk,Strongly Positive,Positive
"I bought two of these for my laptop and my camera and they're working great so far, good speed. 100% happy with this purchase.",Strongly Positive,Positive
"Works perfectly in my Verizon Wireless Samsung Galaxy Note 2.  Just popped it in, and a way it went.  No need to format and now i have plenty of room for my video's, photo's, and movies.",Strongly Positive,Positive
"But then again, I expect nothing less. Most of my compact flash and SD cards are SanDisk brand and have been extremely reliable.",Strongly Positive,Positive
Es una reconocida marca y la calidad de sus productos tambi&eacute;n lo son. La velocidad para c&aacute;mares de alta definici&oacute;n es muy recomendada.It is a recognized brand and quality of their products are too. The speed for high definition Camar&eacute;s is highly recommended.,Strongly Positive,Positive
One of the best memory card out there! Will look forward to purchasing items again! Will get the 64 next...,Strongly Positive,Positive
Good sd card does its good job I purchased mine the 64gb for my note 2 highly recommend it try it,Strongly Positive,Positive
I got it when it was on sale (66% off list price!) and already it has paid for itself.  I'm glad to be able to have more memory for my tablet and am very happy that it comes with and SD card adaptor so that I can transfer pictures straight from my camera to my table.,Strongly Positive,Positive
"I like this because it works in my transformer tablet and supplies me with plenty of space to play, watch, or listen to what I want.",Strongly Positive,Positive
"When the wife's Macbook Air SSD got full, I dropped in one of these with a near-flush mount SD adaptor (also via Amazon) and set it up as a second drive for her iTunes collection. Now she's got plenty of room for pics of the kid.",Strongly Positive,Positive
"If you are going to add more storage to you android tablet, this is the one for you. I recommend this SSD Card.",Strongly Positive,Positive
Love having the extra storage this card gives me. The transfer speed to the card is slower than I would like but it plays back HD video without a hiccup.,Positive,Positive
"got it at a great price and it worked great, was a little upset with the tiny size of the packaging as i almost didnt even see it on my step, it arrived in a 1/4&#34; thick cardboard envelope that was about 3&#34; by 2&#34;.",Positive,Positive
"has 32gb of storage, does what it is suppose to do and works perfectly fine in my verizon galaxy S4",Strongly Positive,Positive
"Out of its storage and into my new phone.  Recognized, formatted and  and available in less than a minute.  Simple!",Strongly Positive,Positive
It arrived in a timely manner and does what it is supposed to do. It's not pretty and cute but it serves its purpose.,Positive,Positive
"32 GB SD Card works well, and the price was reasonable, very happy with purchase so far! Worth a try!",Strongly Positive,Positive
"I was in need this item and couldn't find it at local store.  Impressed me after i received it, it worked like a champ and able to store so many things in this card.",Strongly Positive,Positive
wasn't sure 64 gigs would work on my Galaxy S2It does work - and i am very pleased!Does the job!,Strongly Positive,Positive
"This sd card is everything that is stated.Blazing fast and huge storage.It had so much space, when I first staryed taking pictures and videos, the phone didn't even show what the limit was. It basically had no limit on how many pictures or video space was the max.",Strongly Positive,Positive
What can I say about it works as promised and just what I needed for my new cell phone  what more do you need,Strongly Positive,Positive
love it.  Had no problems.  I have no snags or hiccups when trying to access any data or writing data on my phone.,Strongly Positive,Positive
"have had no problems with it, access times are actually a bit slower then in phone memory. but read is pretty good.",Positive,Positive
"I've had the item 12 months. I've always had minor problems. It just recently started freezing and rebooting my devices. 2 GS3's, currently S4. SanDisk is sending me a new one.",Neutral,Neutral
"This card is exactly what it seems to be. It's large, it's fast, and it's priced well. Not much more you could ask for.",Strongly Positive,Positive
"I put this in my hp envy x2 to extend storage, stays inside unit all the time. Works as a hard drive. It works as advertised",Strongly Positive,Positive
This is a quality 64gb micro sd memory card. It does what it is supposed to do. I would recommend this to any one.,Strongly Positive,Positive
"I bought this card because my 32GB Sandisk ultra stopped working in my Galaxy S3.  I tried formatting the card, but it didn't work.  When this card showed up, I read the warranty information, and the ultra series has a lifetime warranty! I emailed the company, and they sent me a shipping label to return the card, and my new on is on the way!  I highly recommend these cards!",Strongly Positive,Positive
"As expected, SanDisk delivered again with this card. Very fast transfers and a lot of data to use up. Bought it for a galaxy s 3 and it works great.",Strongly Positive,Positive
"I love the 64GB capacity, and it is compatible with my devices.  I have one in Go Pro Hero3 and one in a Samsung Galaxy 7&#34; tablet.",Strongly Positive,Positive
"Very fast, very big. Just wish it were a bit less cash so I could buy more for my other storage needs.",Positive,Positive
Bought this to add memory to my phone.  No problems installing and it works great.  Don't know if I could ask for anything more.,Strongly Positive,Positive
Added it to my Samsung Note ll and now I have 80 gigs of storage. I have everything in there that was on my other phone and I have only used 5% of my capacity.,Strongly Positive,Positive
Quick initial test with multiple settings from 30p 1080 to 4K 15p recordings successful.Haven't done long recording field use in warm locations yet.,Strongly Positive,Positive
"Very fast sd card, I really use it for emulators on the Nvidia Shield and it does the job right. I have no complaints everything is in order and i would recommend.",Strongly Positive,Positive
Works perfectly in my 738 Samsung. Phone is only USB 2 so I don't know if you really need such a fast mem chip. Can get a lot of stuff into 32 gb. I use for Movies for when I am on the train and don't want to waste my data streaming from the cloud.,Strongly Positive,Positive
"I got this for my Galaxy Note 3, as it accepts add on storage.  Works perfectly, and I use it to store all my music and files so I dont junk up the phones memory.",Positive,Positive
SANDISK is a good brand for me and this just worked.  Cant really ask much more of it than that!,Strongly Positive,Positive
"I had problems using the chip in the reader built into my laptop. It seemed to only want to format up to 32Gb. When I plugged it into my phone, I could format at 64 Gb but then the laptop reader saw it as empty. When I used a USB reader, then the laptop could read it just fine.I was able to copy the 4Gb of data from my old microSD to this chip and have not had any problems with it yet.",Strongly Positive,Positive
So far so good - boosts my table storage big time - now I can keep all my pics and music with me all the time - price and promptness was awesome,Strongly Positive,Positive
